S0038	This is the Table 1 heading summarizing UMA model variants.
S0039	This table/caption fragment reports inference-speed and maximum-atom measurements on an Nvidia H100 for periodic systems with about 50 neighbors per atom within 6 angstroms.
S0040	UMA-L is the most accurate DFT surrogate and is used mainly to probe scaling behavior and the current limits of feasibility.
S0041	The paper next introduces the UMA architecture.
S0042	It then explains MoLE, which increases model capacity and flexibility for training across multiple DFT datasets and tasks.
S0043	Finally, it outlines the training procedure for the UMA models.
S0044	UMA builds on eSEN, an equivariant graph neural network, and modifies it so the model can scale efficiently and accept charge, spin, and DFT-task information.
S0045	Standard eSEN takes atomic positions and atomic numbers and predicts total energy, per-atom forces, and optionally stress.
S0046	It updates an atom-level spherical-harmonic embedding through message-passing layers.
S0047	Those embeddings start from the atom's atomic number.
S0048	Messages pass between neighboring atoms within a fixed cutoff distance of 6 angstroms.
S0049	Each message-passing layer has an edge-wise block, then a node-wise feed-forward block, with residual connections.
S0050	The model normalizes activations after each layer.
S0051	The main edge-wise operation is the eSCN convolution [53].
S0052	After message passing, UMA expands eSEN by adding information about total charge, total spin multiplicity, and which DFT task should be emulated.
S0053	Charge and spin are integer inputs that let the MLIP handle charged structures and systems with unpaired electrons.
S0054	The DFT-task input tells the model which of the five training-dataset DFT settings it should imitate.
S0055	A single dataset is selected, and a corresponding random vector is supplied to the network.
S0056	This matters because the datasets use different DFT programs and levels of theory, such as VASP and ORCA.
S0057	The authors add a new embedding so UMA can include charge, spin, and DFT-task information.
S0058	Each of those inputs creates an embedding with the same size as the spherical channels; the embeddings are concatenated and passed through a one-layer feed-forward network.
S0059	The output is added to the L = 0 spherical-harmonic coefficients at every layer, meaning it modifies the scalar part of each atom representation.
S0060	The same embedding also helps compute the global embedding used for MoLE routing.
S0061	A common way to build general-purpose models is to train on more diverse data.
S0062	Scaling laws suggest that when datasets grow, model size should also grow to reduce loss efficiently [2,25].
S0063	The problem is that bigger models can become too slow or expensive for real simulations.
S0064	Mixture of Experts models try to improve that tradeoff by adding parameters without adding the same amount of computation [32,33,48].
S0065	In an MoE block, several expert modules each have their own weights and compute possible outputs.
S0066	Usually, the model sends forward a sparse weighted combination of those expert outputs.
S0067	MoE has worked well in large language models by improving efficiency and generalization [15,21,34,59].
S0068	Using MoE ideas for interatomic potentials requires extra care.
S0069	Unlike language modeling, potential-energy prediction is a smooth regression problem, and smoothness is needed for energy conservation.
S0070	The predicted forces also need to rotate equivariantly, meaning they rotate correctly when the molecule is rotated.
S0071	Therefore, the expert mechanism must not create jumps in the energy surface, and it must preserve rotational equivariance.
S0072	For MLIPs, a practical advantage is that the task and atom set often stay fixed during a long simulation.
S0073	A good MoE-style MLIP should exploit that fixed information to make repeated inference faster.
S0074	The authors propose Mixture of Linear Experts, or MoLE, for MLIPs.
S0075	In MoLE, the output is a weighted sum of linear expert outputs: each expert has weights W_k and contributes with weight alpha_k between 0 and 1.
S0076	This linear-expert idea appeared in early MoE work, but modern networks more often use sparse nonlinear experts that compete for routing.
S0077	For MLIPs, linear experts have special advantages.
S0078	First, using all experts densely lets the model share information and change smoothly between tasks rather than making hard expert switches.
S0079	Second, because the experts are linear, MoLE preserves rotational equivariance when inserted into the eSCN convolution.
S0080	Third, if expert weights depend only on fixed global information such as element composition, the merged weights can be computed once before a simulation begins.
S0081	By moving the summation in Equation 1, the model can precompute combined weights W*, making MoLE inference nearly as fast as a non-MoE model.
S0082	Equation 2 says the output can be computed as W* times x, where W* is the weighted sum of expert weights and the weights depend on system-level features such as composition, charge, spin, and task.
S0083	The model embeds those properties, concatenates the embeddings, sends them through a three-layer MLP, and uses softmax so the expert weights sum to 1.
S0084	The routing deliberately excludes information that changes during relaxation or molecular dynamics, such as atom positions or neighborhood geometry.
S0085	Training one model on many large task datasets is computationally demanding.
S0086	It is even harder for conservative models because forces or stress require an extra backward pass.
S0087	To train efficiently, the authors use a two-stage approach described in Appendix A.
S0088	In stage one, following earlier work, they train a model that predicts forces directly.
S0089	In stage two, they remove the direct force head and fine-tune the model so forces and stresses come from automatic differentiation and conserve energy.
S0090	This combines fast direct-force training with the smooth energy-conserving behavior needed for many simulations.
S0091	The authors also add several training-efficiency improvements in both stages.
S0092	Half-precision arithmetic is important for efficient modern GPU training.
S0093	As in LLM training, BF16 is much more stable than FP16 under automatic mixed precision.
S0094	Unlike LLMs, MLIPs are very sensitive to numerical precision, and BF16 alone can reduce accuracy by 20-50% depending on task and property.
S0095	The authors recover that accuracy by pre-training in BF16 and switching to FP32 for fine-tuning.
S0096	Training with many MoLE experts is also memory-intensive.
S0097	They add optimizations to bound and spread out memory use, described in Appendix A.
S0098	They also combine graph parallelism, fully sharded data parallelism for large MoLE layers, and activation checkpointing.
S0099	Together, those choices let them train models with up to about 10 billion total parameters.
S0100	Different datasets use different DFT settings, so their energy scales can differ substantially and complicate multi-task training.
S0101	The authors handle this with an energy-referencing scheme described in Appendix A.6.
S0102	That lets the model use one shared energy head across all tasks instead of separate task-specific heads.
S0103	A training set for a general DFT surrogate should include materials, molecules, and interactions between them.
S0104	OMol25 covers molecules, while OMat24 covers materials.
S0105	OC20 and ODAC25 are useful for molecule-material interactions, such as catalysis and adsorption.
S0106	OMC25 focuses on interactions between molecules in periodic molecular crystals.
S0107	Together, the datasets contain nearly 500 million training examples and more than 30 billion atoms.
S0108	Figure 1 shows that their combination covers almost all pairwise interactions between different elements.
S0109	The authors focus on large datasets because mixing DFT tasks is hard and much smaller datasets would probably have little effect on the learned weights.
S0110	All DFT calculations provide energies and forces by solving for ground-state electronic structure, but different chemical systems need different DFT settings.
S0111	For example, OMat24 uses the PBE functional with the VASP plane-wave code, while OMol25 uses omegaB97M-V with the ORCA localized-orbital code.
S0112	A single model that works well across such different settings is difficult to build.
S0113	Because the datasets differ in size and information content, the authors sample them at different ratios: 4 for OMat24 and OMol25, 1 for OC20 and ODAC25, and 2 for OMC25.
S0114	Appendix B describes the datasets and Appendix A describes the unified modeling strategy; the source then continues into a Figure 3 caption about dense and MoLE validation loss.
S0115	The Figure 3 experiments keep FLOPs fixed while varying model size and training data.
S0116	In that figure, diamonds mark the compute-optimal frontier.
S0117	Panel (c) plots training compute against parameter count.
S0118	The vertical green dotted line marks the estimated training budget of about 10^22 FLOPs, and horizontal dotted lines mark corresponding dense and MoLE model sizes.
S0119	Panel (d) compares compute with dataset size in atoms, and panel (e) overlays dense and MoLE compute-optimal frontiers.
S0120	The MoLE frontier is compared with a fitted power law relating validation loss to parameter count.
S0121	A compute-optimal MoLE model can match the dense model's loss with about 2.5 times fewer active parameters.
S0122	Appendix C gives the fitting details and parameters.
S0123	Table 2 reports mean-absolute-error results on held-out test splits for materials, catalysis, molecules, molecular crystals, and ODAC.
S0124	Energy errors are reported in meV, force errors in meV per angstrom, and stress errors in meV per cubic angstrom.
S0125	UMA is compared with available state-of-the-art literature results and strong baselines trained only on a single domain.
S0126	The table also gives approximate target accuracies for practical usefulness.
S0127	This is a table-extraction fragment containing numerical benchmark values and an adsorption-energy label.
S0128	This continues the extracted benchmark table row for energy-related metrics.
S0129	This is another numeric table-extraction fragment from the results section.
S0130	This table fragment lists forces, energy-per-atom, and stress values; the heading was misread as a section title.
S0131	The source begins with table labels, then explains that power-law scaling relationships have helped predict optimal model and data sizes for fixed compute budgets in domains such as language.
S0132	For MLIPs, no previous model has been trained on a dataset as large as UMA's, and few exceed 100 million parameters, so it was unclear whether scaling laws would hold.
S0133	The authors find that UMA models show log-linear scaling over the FLOP range they tested, implying more capacity is needed to fit the UMA dataset.
S0134	They use those scaling relationships to choose model size and to show MoLE's advantage over a dense architecture.
S0135	Following scaling-law work, they study training compute C in FLOPs as a function of model size N and dataset size D.
S0136	They use total validation loss, computed like training loss, as the measured quantity.
S0137	They train a sweep of models with different parameter counts while keeping total training compute fixed.
S0138	Smaller models see more training data, while larger models see less, so the compute budget stays constant.
S0139	They do this for both dense models and 8-expert MoLE models, producing the iso-FLOPs curves in Figure 3(a,b).
S0140	The minimum of each iso-FLOPs curve is the compute-optimal model for that compute budget.
S0141	This fragment labels the optimal model-size discussion.
S0142	The authors fit the iso-FLOPs minima with power laws to estimate the best model and dataset sizes for a fixed compute budget.
S0143	Figure 3(c,d) shows that dense and MoLE models scale roughly log-linearly over the tested range of 10^18 to 10^20 FLOPs.
S0144	Given a 50-billion-atom epoch and an estimated pretraining budget around 10^22 FLOPs, the scaling analysis suggests that the largest compute-optimal dense model is about 700 million parameters, matching UMA-L.
S0145	In practice, the authors use the compute-optimal size as a starting point and train longer to lower loss while keeping parameter counts controlled.
S0146	They avoid too many epochs because overtraining can cause overfitting and break the clean log-linear scaling trend, so they stay within about two to three epochs.
S0147	This fragment starts the dense-versus-MoLE comparison.
S0148	By fitting the minima from Figure 3(a,b), the authors compare how large dense and MoLE models must be to reach the same loss.
S0149	An optimal MoLE model can match the loss of a dense model that is about Δ times larger; for UMA-M, Δ is about 2.5 +/- 0.2.
S0150	The advantage shrinks at very large sizes: a 700M-active-parameter MoLE model with 5.6B total parameters only slightly improves over the dense version.
S0151	Figure 3(e) shows this by overlaying iso-FLOPs curves.
S0152	As the parameter count grows, dense and MoLE models perform more similarly.
S0153	The authors suspect the dataset size, not the architecture, becomes the limiting factor.
S0154	This is the start of the multi-task versus single-task section.
S0155	To test MoLE for multi-task training, the authors compare UMA-S with MoLE against dense models trained either single-task or multi-task.
S0156	In the small-model regime, dense multi-task models always perform worse than single-task models.
S0157	With MoLE, UMA-S can reach performance comparable to small task-specialized models.
S0158	The authors also vary the number of experts in UMA-S.
S0159	Moving from one expert to eight gives a large loss improvement.
S0160	Moving to 32 experts helps less, and 128 experts adds almost nothing.
S0161	Based on those tests, UMA-S uses 32 experts.
S0162	For large models, multi-task training helps even without MoLE.
S0163	Figure 4 compares direct-force pretraining curves for UMA-L and same-size single-task models.
S0164	The metrics are normalized to single-task model results so multi-task performance is easier to compare.
S0165	Single-task models often overfit forces, while the multi-task UMA model does not.
S0166	UMA also reaches lower loss in most settings.
S0167	The exception is OMol forces, where both models are already very accurate, below 10 meV per angstrom.
S0168	Table 3 compares single-GPU simulation speeds for conservative UMA models against leading materials models such as eSEN, OrbV3, and MACE.
S0169	The speed benchmarks run on one Nvidia H100 80GB GPU using FP32 or TF32-high precision and torch compile when possible, excluding graph generation.
S0170	The test systems are periodic atomic systems with about 50 neighbors per atom at a 6 angstrom cutoff.
S0171	OOM means the model ran out of GPU memory.
S0172	Section D gives more benchmark details.
S0173	This is a Table 3 extraction fragment showing atom counts and steps-per-second speed numbers, including OOM entries for models that could not fit larger systems.
S0174	A core design goal is to support longer length scales, more atoms, and longer molecular-dynamics or relaxation simulations.
S0175	Because MoLE weights can be pre-merged, long simulations on one fixed system pay no extra inference-time or memory cost.
S0176	Despite having many parameters and strong accuracy, UMA models are competitive with specialized single-domain models in speed and maximum system size.
S0177	For example, UMA-S can simulate 1,000 atoms at 16 steps per second, about 1.4 nanoseconds per day, and can fit systems of 100,000 or more atoms on one 80GB GPU.
S0178	The models are also designed for multi-GPU graph-parallel inference, which could greatly speed simulations at the 100,000-plus atom scale.
S0179	The paper leaves multi-GPU inference for future work.
S0180	The evaluation has two parts: held-out test splits in Table 2 and practically important benchmarks in Table 4.
S0181	To cover materials, catalysis, molecules, molecular crystals, and metal-organic frameworks, the authors add new test sets and benchmarks alongside established ones.
S0182	The main text highlights selected results, with more detail in Appendix E.
S0183	This begins the materials-results subsection.
S0184	Table 2 reports performance on two out-of-distribution materials tests: WBM and high-entropy alloys.
S0185	The high-entropy alloy test set is introduced in this paper.
S0186	UMA-M performs about as well as state-of-the-art task-specialized models such as eSEN-30m-OMat.
S0187	UMA-L performs worse on high-entropy-alloy energies and forces, suggesting both overfitting and a difficult test set.
S0188	Table 4 reports materials benchmarks for thermodynamic stability, thermal conductivity, and vibrational properties.
S0189	For those public benchmarks, UMA models are fine-tuned on MPTrj and sAlex to match the benchmark DFT settings.
S0190	On Matbench Discovery, UMA-M achieves the highest F1 score reported so far.
S0191	All UMA sizes perform strongly there, suggesting that simply scaling model size further may not improve Matbench Discovery results.
S0192	The conservative UMA-S and UMA-M models also perform well on phonon-related properties, including metrics for thermal conductivity, free energy, and elastic constants.
S0193	This begins the catalysis-results subsection.
S0194	The catalysis evaluation uses OC20 S2EF and AdsorbML.
S0195	These benchmarks test adsorption-energy prediction, meaning the energy change when an adsorbate molecule contacts a surface.
S0196	Most previous OC20 models predict adsorption energy directly from the adsorbate's surface position.
S0197	UMA predicts total energy instead, once for the adsorbate-on-surface structure and once for the clean surface.
S0198	The adsorption energy is obtained by subtracting those values and the isolated adsorbate energy.
S0199	Table 2 shows UMA reducing OC20 S2EF adsorption-energy errors by about 80% relative to previous state-of-the-art models.
S0200	This may be because total-energy models better capture surface reconstruction than direct adsorption-energy models.
S0201	On AdsorbML, which asks for the global minimum adsorption energy, all UMA models beat the previous state of the art, EquiformerV2.
S0202	UMA-L improves the success rate by 25%.
S0203	That AdsorbML result suggests UMA could be practically useful for discovering new catalysts.
S0204	This begins the molecules-results subsection.
S0205	For models trained on OMol25, the authors used only the preview subset, about 70%, because the full dataset was still being generated when UMA training began.
S0206	Appendix E.1 reports UMA-S results trained on the full OMol25 dataset.
S0207	Table 2 reports performance on two difficult OMol25 splits: OOD-Comp and OOD PDB-TM.
S0208	UMA slightly outperforms eSEN-S-OMol, a strong baseline trained only on the preview OMol25 data.
S0209	Table 4 then examines two drug-discovery benchmarks: ligand strain energy and pocket-ligand interaction energy.
S0210	UMA-S beats the domain-specific eSEN-S-OMol on both drug-discovery benchmarks.
S0211	For strain energy, UMA reaches chemical accuracy, defined here as less than 2.45 meV per atom.
S0212	On distance-scaling tests, UMA does much better than the baseline for long-range cases even though it has the same receptive field.
S0213	The conservative UMA-S and UMA-M models also conserve energy well in NVE molecular-dynamics simulations using the protocol from [23].
S0214	This begins the molecular-crystals results subsection.
S0215	Universal MLIPs for molecular crystals have been less explored than those for materials, molecules, and catalysis.
S0216	The authors test UMA on OMC25 and on lattice-energy ranking and structure matching from the 7th Crystal Structure Prediction Blind Test.
S0217	UMA-S beats the task-specific eSEN-S-OMC baseline in every evaluation.
S0218	Its lattice-energy errors of 3 kJ/mol or less suggest UMA can often substitute for DFT in crystal-structure prediction.
S0219	This begins the metal-organic-framework results subsection.
S0220	Predicting CO2 adsorption energy in MOF sorbents matters for direct-air carbon capture and is an established benchmark.
S0221	As in OC20, UMA computes adsorption energy from total-energy predictions.
S0222	UMA matches previous state-of-the-art models on the in-distribution test set and performs best on the hardest ODAC out-of-distribution test, suggesting better generalization.
S0223	The related-work section begins by noting that MLIPs have improved rapidly, partly because larger datasets have become available.
S0224	In materials, Alexandria and OMat24 quickly improved results on the Matbench Discovery leaderboard.
S0225	Materials-trained MLIPs are sometimes called universal because they cover nearly all periodic-table elements, but they may not transfer well to molecules or surfaces.
S0226	One reason is that materials, molecules, and surfaces have different chemical, structural, and elemental distributions.
S0227	Another reason is that the appropriate DFT level differs across domains; the source sentence then merges into the Table 4 caption.
S0228	Table 4 also reports molecule and molecular-crystal benchmark results.
S0229	The NVE molecular-dynamics test checks whether the model conserves energy during simulation.
S0230	State-of-the-art literature results are included where available.
S0231	The caption notes that eSEN-S-OMol and eSEN-S-OMC were trained only on preview versions of their datasets.
S0232	For materials benchmarks, UMA models were fine-tuned on MPTrj and sAlex so their DFT settings matched the benchmarks.
S0233	This is a large extracted Table 4 row containing many benchmark values for Matbench Discovery, phonons, elasticity, AdsorbML, molecular crystals, molecules, catalysis, UMA variants, and literature baselines.
S0234	The preceding related-work point is that DFT choices differ across domains, for example PBE in materials and omegaB97M-V in molecules.
S0235	The authors argue that cross-domain training can learn unified representations and improve generalization.
S0236	Several studies have tried multi-domain MLIP training, but high-accuracy zero-shot performance remains difficult to prove.
S0237	One strategy is to pre-train on more than 100 million examples and then fine-tune for particular tasks.
S0238	Those fine-tuned models perform much better than training from scratch.
S0239	However, eliminating task-specific specialization would make the models much more useful.
S0240	Recent work suggests zero-shot transfer across two DFT tasks may be possible.
S0241	Scaling-law work studies how compute, data, and model size relate to one another.
S0242	In LLMs, scaling laws encouraged training larger models on more tokens because gains became predictable.
S0243	Scaling laws also help decide how to allocate a fixed compute budget between dataset size and model size.
S0244	Similar analyses have been used in MLIPs to compare long-run scaling behavior across architectures and training styles.
S0245	For example, prior work showed that equivariant models scale differently from non-equivariant models.
S0246	The limitations section states that UMA is a major step forward but still has open problems.
S0247	One limitation is long-range interactions.
S0248	UMA-S and UMA-M use a 6 angstrom cutoff, and although message passing expands the effective receptive field, separated molecules beyond that distance can still be problematic.
S0249	For example, an adsorbate starting 7 angstroms from a catalyst surface may be treated as independent from the surface.
S0250	Charge and spin handling could also be improved.
S0251	Currently, each discrete charge or spin value has its own embedding, which makes generalization to unseen charges or spins harder.
S0252	The authors note possible misuse risks and say they mitigate them by training on datasets aimed at socially beneficial chemistry and materials applications.
S0253	The conclusion says UMA trains MLIPs across many DFT tasks using nearly 500 million examples from several datasets.
S0254	By using scaling relationships among dataset size, model capacity, and loss, the authors train models competitive with or better than task-specialized models.
S0255	Simply making the model larger would make it accurate but too slow.
S0256	MoLE addresses this by increasing capacity while keeping inference efficient.
S0257	Within the model family, UMA-S offers a strong speed-accuracy tradeoff and can simulate 1,000 atoms at 1.4 nanoseconds per day on one 80GB GPU.
S0258	The authors evaluate UMA across materials, molecules, catalysts, molecular crystals, and MOFs and find strong performance throughout.
S0259	On established benchmarks such as AdsorbML and Matbench Discovery, UMA sets new state-of-the-art results.
S0260	The authors argue that harder benchmarks will be important for future progress.
S0261	Despite limitations, the results suggest one model can be accurate enough for practical research across a broad range of chemistry and materials science.
S0262	That supports the path toward universal MLIPs and new kinds of atomistic simulation.
